Year,Date,Block,Sub_Plot,Treatment,ID,Group,Type,Species,Coverage
2,2023-10-30,1,6,BH,1-6-BH,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,6,BH,1-6-BH,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,6,BH,1-6-BH,Forb,Ruderal Forb,Lactuca canadensis,0
2,2023-10-30,1,6,BH,1-6-BH,Forb,Obligate Forb,Liatris gracilis,3
2,2023-10-30,1,6,BH,1-6-BH,Forb,Ruderal Forb,Oenothera laciniata,3
2,2023-10-30,1,6,BH,1-6-BH,Forb,Ruderal Forb,Oxalis corniculata,0
2,2023-10-30,1,6,BH,1-6-BH,Grass,Pasture Grass,Paspalum notatum,5
2,2023-10-30,1,6,BH,1-6-BH,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,6,BH,1-6-BH,Forb,Obligate Forb,Pityopsis trayci,8
2,2023-10-30,1,6,BH,1-6-BH,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,1,6,BH,1-6-BH,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,6,BH,1-6-BH,Grass,Obligate Graminoid,Sorghastrum secundum,4
2,2023-10-30,1,7,BH,1-7-BH,Grass,Obligate Graminoid,Andropogon ternarius,0
2,2023-10-30,1,7,BH,1-7-BH,Grass,Andropogon virginicus,Andropogon virginicus,4
2,2023-10-30,1,7,BH,1-7-BH,Bare,Bareground,Bareground,1
2,2023-10-30,1,7,BH,1-7-BH,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,7,BH,1-7-BH,Grass,Pasture Grass,Cynodon dactylon,7
2,2023-10-30,1,7,BH,1-7-BH,Sedge,Ruderal Graminoid,Cyperus spp.,2
2,2023-10-30,1,7,BH,1-7-BH,Forb,Obligate Forb,Dalea pinnata,8
2,2023-10-30,1,7,BH,1-7-BH,Grass,Ruderal Forb,Dichondra spp.,0
2,2023-10-30,1,7,BH,1-7-BH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,1,7,BH,1-7-BH,Forb,Ruderal Forb,Galactia spp.,1
2,2023-10-30,1,7,BH,1-7-BH,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,7,BH,1-7-BH,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,7,BH,1-7-BH,Forb,Ruderal Forb,Lactuca canadensis,1
2,2023-10-30,1,7,BH,1-7-BH,Forb,Obligate Forb,Liatris gracilis,3
2,2023-10-30,1,7,BH,1-7-BH,Forb,Ruderal Forb,Oenothera laciniata,3
2,2023-10-30,1,7,BH,1-7-BH,Forb,Ruderal Forb,Oxalis corniculata,1
2,2023-10-30,1,7,BH,1-7-BH,Grass,Pasture Grass,Paspalum notatum,3
2,2023-10-30,1,7,BH,1-7-BH,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,7,BH,1-7-BH,Forb,Obligate Forb,Pityopsis trayci,8
2,2023-10-30,1,7,BH,1-7-BH,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,1,7,BH,1-7-BH,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,7,BH,1-7-BH,Grass,Obligate Graminoid,Sorghastrum secundum,3
2,2023-10-30,1,8,LH,1-8-LH,Grass,Obligate Graminoid,Andropogon ternarius,3
2,2023-10-30,1,8,LH,1-8-LH,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,1,8,LH,1-8-LH,Bare,Bareground,Bareground,1
2,2023-10-30,1,8,LH,1-8-LH,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,8,LH,1-8-LH,Grass,Pasture Grass,Cynodon dactylon,4
2,2023-10-30,1,8,LH,1-8-LH,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,1,8,LH,1-8-LH,Forb,Obligate Forb,Dalea pinnata,5
2,2023-10-30,1,8,LH,1-8-LH,Grass,Ruderal Forb,Dichondra spp.,0
2,2023-10-30,1,8,LH,1-8-LH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,9
2,2023-10-30,1,8,LH,1-8-LH,Forb,Ruderal Forb,Galactia spp.,2
2,2023-10-30,1,8,LH,1-8-LH,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,8,LH,1-8-LH,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,8,LH,1-8-LH,Forb,Ruderal Forb,Lactuca canadensis,0
2,2023-10-30,1,8,LH,1-8-LH,Forb,Obligate Forb,Liatris gracilis,3
2,2023-10-30,1,8,LH,1-8-LH,Forb,Ruderal Forb,Oenothera laciniata,2
2,2023-10-30,1,8,LH,1-8-LH,Forb,Ruderal Forb,Oxalis corniculata,0
2,2023-10-30,1,8,LH,1-8-LH,Grass,Pasture Grass,Paspalum notatum,0
2,2023-10-30,1,8,LH,1-8-LH,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,8,LH,1-8-LH,Forb,Obligate Forb,Pityopsis trayci,8
2,2023-10-30,1,8,LH,1-8-LH,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,1,8,LH,1-8-LH,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,8,LH,1-8-LH,Grass,Obligate Graminoid,Sorghastrum secundum,6
2,2023-10-30,1,9,W,1-9-W,Grass,Obligate Graminoid,Andropogon ternarius,4
2,2023-10-30,1,9,W,1-9-W,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,1,9,W,1-9-W,Grass,Aristida beyrichiana,Aristida beyrichiana,0
2,2023-10-30,1,9,W,1-9-W,Grass,Aristida beyrichiana,Aristida beyrichiana,0
2,2023-10-30,1,9,W,1-9-W,Bare,Bareground,Bareground,1
2,2023-10-30,1,9,W,1-9-W,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,9,W,1-9-W,Grass,Pasture Grass,Cynodon dactylon,5
2,2023-10-30,1,9,W,1-9-W,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,1,9,W,1-9-W,Forb,Obligate Forb,Dalea pinnata,5
2,2023-10-30,1,9,W,1-9-W,Grass,Ruderal Forb,Dichondra spp.,2
2,2023-10-30,1,9,W,1-9-W,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,1,9,W,1-9-W,Forb,Ruderal Forb,Galactia spp.,0
2,2023-10-30,1,9,W,1-9-W,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,9,W,1-9-W,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,9,W,1-9-W,Forb,Ruderal Forb,Lactuca canadensis,1
2,2023-10-30,1,9,W,1-9-W,Forb,Obligate Forb,Liatris gracilis,3
2,2023-10-30,1,9,W,1-9-W,Forb,Ruderal Forb,Oenothera laciniata,3
2,2023-10-30,1,9,W,1-9-W,Forb,Ruderal Forb,Oxalis corniculata,1
2,2023-10-30,1,9,W,1-9-W,Grass,Pasture Grass,Paspalum notatum,3
2,2023-10-30,1,9,W,1-9-W,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,9,W,1-9-W,Forb,Obligate Forb,Pityopsis trayci,8
2,2023-10-30,1,9,W,1-9-W,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,1,9,W,1-9-W,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,9,W,1-9-W,Grass,Obligate Graminoid,Sorghastrum secundum,4
2,2023-10-30,1,10,LM,1-10-LM,Grass,Obligate Graminoid,Andropogon ternarius,0
2,2023-10-30,1,10,LM,1-10-LM,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,1,10,LM,1-10-LM,Bare,Bareground,Bareground,1
2,2023-10-30,1,10,LM,1-10-LM,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,10,LM,1-10-LM,Grass,Pasture Grass,Cynodon dactylon,6
2,2023-10-30,1,10,LM,1-10-LM,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,1,10,LM,1-10-LM,Forb,Obligate Forb,Dalea pinnata,5
2,2023-10-30,1,10,LM,1-10-LM,Grass,Ruderal Forb,Dichondra spp.,2
2,2023-10-30,1,10,LM,1-10-LM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,8
2,2023-10-30,1,10,LM,1-10-LM,Forb,Ruderal Forb,Galactia spp.,1
2,2023-10-30,1,10,LM,1-10-LM,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,10,LM,1-10-LM,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,10,LM,1-10-LM,Forb,Ruderal Forb,Lactuca canadensis,0
2,2023-10-30,1,10,LM,1-10-LM,Forb,Obligate Forb,Liatris gracilis,3
2,2023-10-30,1,10,LM,1-10-LM,Forb,Ruderal Forb,Oenothera laciniata,0
2,2023-10-30,1,10,LM,1-10-LM,Forb,Ruderal Forb,Oxalis corniculata,1
2,2023-10-30,1,10,LM,1-10-LM,Grass,Pasture Grass,Paspalum notatum,2
2,2023-10-30,1,10,LM,1-10-LM,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,10,LM,1-10-LM,Forb,Obligate Forb,Pityopsis trayci,8
2,2023-10-30,1,10,LM,1-10-LM,Forb,Ruderal Forb,Richardia spp.,2
2,2023-10-30,1,10,LM,1-10-LM,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,10,LM,1-10-LM,Grass,Obligate Graminoid,Sorghastrum secundum,5
2,2023-10-30,1,11,BM,1-11-BM,Grass,Obligate Graminoid,Andropogon ternarius,0
2,2023-10-30,1,11,BM,1-11-BM,Grass,Andropogon virginicus,Andropogon virginicus,4
2,2023-10-30,1,11,BM,1-11-BM,Bare,Bareground,Bareground,1
2,2023-10-30,1,11,BM,1-11-BM,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,11,BM,1-11-BM,Grass,Pasture Grass,Cynodon dactylon,6
2,2023-10-30,1,11,BM,1-11-BM,Sedge,Ruderal Graminoid,Cyperus spp.,2
2,2023-10-30,1,11,BM,1-11-BM,Forb,Obligate Forb,Dalea pinnata,4
2,2023-10-30,1,11,BM,1-11-BM,Grass,Ruderal Forb,Dichondra spp.,0
2,2023-10-30,1,11,BM,1-11-BM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,1,11,BM,1-11-BM,Forb,Ruderal Forb,Galactia spp.,0
2,2023-10-30,1,11,BM,1-11-BM,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,11,BM,1-11-BM,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,11,BM,1-11-BM,Forb,Ruderal Forb,Lactuca canadensis,0
2,2023-10-30,1,11,BM,1-11-BM,Forb,Obligate Forb,Liatris gracilis,3
2,2023-10-30,1,11,BM,1-11-BM,Forb,Ruderal Forb,Oenothera laciniata,0
2,2023-10-30,1,11,BM,1-11-BM,Forb,Ruderal Forb,Oxalis corniculata,2
2,2023-10-30,1,11,BM,1-11-BM,Grass,Pasture Grass,Paspalum notatum,2
2,2023-10-30,1,11,BM,1-11-BM,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,11,BM,1-11-BM,Forb,Obligate Forb,Pityopsis trayci,7
2,2023-10-30,1,11,BM,1-11-BM,Forb,Ruderal Forb,Richardia spp.,2
2,2023-10-30,1,11,BM,1-11-BM,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,11,BM,1-11-BM,Grass,Obligate Graminoid,Sorghastrum secundum,5
2,2023-10-30,1,12,C,1-12-C,Grass,Obligate Graminoid,Andropogon ternarius,0
2,2023-10-30,1,12,C,1-12-C,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,1,12,C,1-12-C,Bare,Bareground,Bareground,1
2,2023-10-30,1,12,C,1-12-C,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,12,C,1-12-C,Grass,Pasture Grass,Cynodon dactylon,9
2,2023-10-30,1,12,C,1-12-C,Sedge,Ruderal Graminoid,Cyperus spp.,5
2,2023-10-30,1,12,C,1-12-C,Forb,Obligate Forb,Dalea pinnata,0
2,2023-10-30,1,12,C,1-12-C,Grass,Ruderal Forb,Dichondra spp.,0
2,2023-10-30,1,12,C,1-12-C,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,1,12,C,1-12-C,Forb,Ruderal Forb,Galactia spp.,0
2,2023-10-30,1,12,C,1-12-C,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,12,C,1-12-C,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,12,C,1-12-C,Forb,Ruderal Forb,Lactuca canadensis,0
2,2023-10-30,1,12,C,1-12-C,Forb,Obligate Forb,Liatris gracilis,0
2,2023-10-30,1,12,C,1-12-C,Forb,Ruderal Forb,Oenothera laciniata,5
2,2023-10-30,1,12,C,1-12-C,Forb,Ruderal Forb,Oxalis corniculata,3
2,2023-10-30,1,12,C,1-12-C,Grass,Pasture Grass,Paspalum notatum,6
2,2023-10-30,1,12,C,1-12-C,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,12,C,1-12-C,Forb,Obligate Forb,Pityopsis trayci,0
2,2023-10-30,1,12,C,1-12-C,Forb,Ruderal Forb,Richardia spp.,4
2,2023-10-30,1,12,C,1-12-C,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,12,C,1-12-C,Grass,Obligate Graminoid,Sorghastrum secundum,0
2,2023-10-30,1,13,LM,1-13-LM,Grass,Obligate Graminoid,Andropogon ternarius,0
2,2023-10-30,1,13,LM,1-13-LM,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,1,13,LM,1-13-LM,Bare,Bareground,Bareground,1
2,2023-10-30,1,13,LM,1-13-LM,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,13,LM,1-13-LM,Grass,Pasture Grass,Cynodon dactylon,6
2,2023-10-30,1,13,LM,1-13-LM,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,1,13,LM,1-13-LM,Forb,Obligate Forb,Dalea pinnata,4
2,2023-10-30,1,13,LM,1-13-LM,Grass,Ruderal Forb,Dichondra spp.,0
2,2023-10-30,1,13,LM,1-13-LM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,4
2,2023-10-30,1,13,LM,1-13-LM,Forb,Ruderal Forb,Galactia spp.,0
2,2023-10-30,1,13,LM,1-13-LM,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,13,LM,1-13-LM,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,13,LM,1-13-LM,Forb,Ruderal Forb,Lactuca canadensis,0
2,2023-10-30,1,13,LM,1-13-LM,Forb,Obligate Forb,Liatris gracilis,4
2,2023-10-30,1,13,LM,1-13-LM,Forb,Ruderal Forb,Oenothera laciniata,0
2,2023-10-30,1,13,LM,1-13-LM,Forb,Ruderal Forb,Oxalis corniculata,0
2,2023-10-30,1,13,LM,1-13-LM,Grass,Pasture Grass,Paspalum notatum,3
2,2023-10-30,1,13,LM,1-13-LM,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,13,LM,1-13-LM,Forb,Obligate Forb,Pityopsis trayci,9
2,2023-10-30,1,13,LM,1-13-LM,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,1,13,LM,1-13-LM,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,13,LM,1-13-LM,Grass,Obligate Graminoid,Sorghastrum secundum,3
2,2023-10-30,1,14,BM,1-14-BM,Grass,Obligate Graminoid,Andropogon ternarius,2
2,2023-10-30,1,14,BM,1-14-BM,Grass,Andropogon virginicus,Andropogon virginicus,5
2,2023-10-30,1,14,BM,1-14-BM,Bare,Bareground,Bareground,1
2,2023-10-30,1,14,BM,1-14-BM,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,14,BM,1-14-BM,Grass,Pasture Grass,Cynodon dactylon,7
2,2023-10-30,1,14,BM,1-14-BM,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,1,14,BM,1-14-BM,Forb,Obligate Forb,Dalea pinnata,3
2,2023-10-30,1,14,BM,1-14-BM,Grass,Ruderal Forb,Dichondra spp.,0
2,2023-10-30,1,14,BM,1-14-BM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,1,14,BM,1-14-BM,Forb,Ruderal Forb,Galactia spp.,0
2,2023-10-30,1,14,BM,1-14-BM,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,14,BM,1-14-BM,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,14,BM,1-14-BM,Forb,Ruderal Forb,Lactuca canadensis,0
2,2023-10-30,1,14,BM,1-14-BM,Forb,Obligate Forb,Liatris gracilis,4
2,2023-10-30,1,14,BM,1-14-BM,Forb,Ruderal Forb,Oenothera laciniata,0
2,2023-10-30,1,14,BM,1-14-BM,Forb,Ruderal Forb,Oxalis corniculata,0
2,2023-10-30,1,14,BM,1-14-BM,Grass,Pasture Grass,Paspalum notatum,0
2,2023-10-30,1,14,BM,1-14-BM,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,14,BM,1-14-BM,Forb,Obligate Forb,Pityopsis trayci,8
2,2023-10-30,1,14,BM,1-14-BM,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,1,14,BM,1-14-BM,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,14,BM,1-14-BM,Grass,Obligate Graminoid,Sorghastrum secundum,2
2,2023-10-30,1,15,LH,1-15-LH,Grass,Obligate Graminoid,Andropogon ternarius,0
2,2023-10-30,1,15,LH,1-15-LH,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,1,15,LH,1-15-LH,Bare,Bareground,Bareground,1
2,2023-10-30,1,15,LH,1-15-LH,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,15,LH,1-15-LH,Grass,Pasture Grass,Cynodon dactylon,5
2,2023-10-30,1,15,LH,1-15-LH,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,1,15,LH,1-15-LH,Forb,Obligate Forb,Dalea pinnata,4
2,2023-10-30,1,15,LH,1-15-LH,Grass,Ruderal Forb,Dichondra spp.,0
2,2023-10-30,1,15,LH,1-15-LH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,8
2,2023-10-30,1,15,LH,1-15-LH,Forb,Ruderal Forb,Galactia spp.,1
2,2023-10-30,1,15,LH,1-15-LH,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,15,LH,1-15-LH,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,15,LH,1-15-LH,Forb,Ruderal Forb,Lactuca canadensis,0
2,2023-10-30,1,15,LH,1-15-LH,Forb,Obligate Forb,Liatris gracilis,1
2,2023-10-30,1,15,LH,1-15-LH,Forb,Ruderal Forb,Oenothera laciniata,4
2,2023-10-30,1,15,LH,1-15-LH,Forb,Ruderal Forb,Oxalis corniculata,0
2,2023-10-30,1,15,LH,1-15-LH,Grass,Pasture Grass,Paspalum notatum,0
2,2023-10-30,1,15,LH,1-15-LH,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,15,LH,1-15-LH,Forb,Obligate Forb,Pityopsis trayci,8
2,2023-10-30,1,15,LH,1-15-LH,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,1,15,LH,1-15-LH,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,15,LH,1-15-LH,Grass,Obligate Graminoid,Sorghastrum secundum,5
2,2023-10-30,1,16,W,1-16-W,Grass,Obligate Graminoid,Andropogon ternarius,0
2,2023-10-30,1,16,W,1-16-W,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,1,16,W,1-16-W,Grass,Aristida beyrichiana,Aristida beyrichiana,0
2,2023-10-30,1,16,W,1-16-W,Bare,Bareground,Bareground,1
2,2023-10-30,1,16,W,1-16-W,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,16,W,1-16-W,Grass,Pasture Grass,Cynodon dactylon,7
2,2023-10-30,1,16,W,1-16-W,Sedge,Ruderal Graminoid,Cyperus spp.,5
2,2023-10-30,1,16,W,1-16-W,Forb,Obligate Forb,Dalea pinnata,0
2,2023-10-30,1,16,W,1-16-W,Grass,Ruderal Forb,Dichondra spp.,0
2,2023-10-30,1,16,W,1-16-W,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,1,16,W,1-16-W,Forb,Ruderal Forb,Galactia spp.,0
2,2023-10-30,1,16,W,1-16-W,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,16,W,1-16-W,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,16,W,1-16-W,Forb,Ruderal Forb,Lactuca canadensis,1
2,2023-10-30,1,16,W,1-16-W,Forb,Obligate Forb,Liatris gracilis,0
2,2023-10-30,1,16,W,1-16-W,Forb,Ruderal Forb,Oenothera laciniata,0
2,2023-10-30,1,16,W,1-16-W,Forb,Ruderal Forb,Oxalis corniculata,3
2,2023-10-30,1,16,W,1-16-W,Grass,Pasture Grass,Paspalum notatum,0
2,2023-10-30,1,16,W,1-16-W,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,16,W,1-16-W,Forb,Obligate Forb,Pityopsis trayci,7
2,2023-10-30,1,16,W,1-16-W,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,1,16,W,1-16-W,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,16,W,1-16-W,Grass,Obligate Graminoid,Sorghastrum secundum,5
2,2023-10-30,1,17,C,1-17-C,Grass,Obligate Graminoid,Andropogon ternarius,0
2,2023-10-30,1,17,C,1-17-C,Grass,Andropogon virginicus,Andropogon virginicus,6
2,2023-10-30,1,17,C,1-17-C,Bare,Bareground,Bareground,1
2,2023-10-30,1,17,C,1-17-C,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,17,C,1-17-C,Grass,Pasture Grass,Cynodon dactylon,9
2,2023-10-30,1,17,C,1-17-C,Sedge,Ruderal Graminoid,Cyperus spp.,5
2,2023-10-30,1,17,C,1-17-C,Forb,Obligate Forb,Dalea pinnata,0
2,2023-10-30,1,17,C,1-17-C,Grass,Ruderal Forb,Dichondra spp.,0
2,2023-10-30,1,17,C,1-17-C,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,1,17,C,1-17-C,Forb,Ruderal Forb,Galactia spp.,0
2,2023-10-30,1,17,C,1-17-C,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,17,C,1-17-C,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,17,C,1-17-C,Forb,Ruderal Forb,Lactuca canadensis,0
2,2023-10-30,1,17,C,1-17-C,Forb,Obligate Forb,Liatris gracilis,0
2,2023-10-30,1,17,C,1-17-C,Forb,Ruderal Forb,Oenothera laciniata,0
2,2023-10-30,1,17,C,1-17-C,Forb,Ruderal Forb,Oxalis corniculata,0
2,2023-10-30,1,17,C,1-17-C,Grass,Pasture Grass,Paspalum notatum,5
2,2023-10-30,1,17,C,1-17-C,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,17,C,1-17-C,Forb,Obligate Forb,Pityopsis trayci,0
2,2023-10-30,1,17,C,1-17-C,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,1,17,C,1-17-C,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,17,C,1-17-C,Grass,Obligate Graminoid,Sorghastrum secundum,0
2,2023-10-30,1,18,BH,1-18-BH,Grass,Obligate Graminoid,Andropogon ternarius,0
2,2023-10-30,1,18,BH,1-18-BH,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,1,18,BH,1-18-BH,Bare,Bareground,Bareground,1
2,2023-10-30,1,18,BH,1-18-BH,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,18,BH,1-18-BH,Grass,Pasture Grass,Cynodon dactylon,8
2,2023-10-30,1,18,BH,1-18-BH,Sedge,Ruderal Graminoid,Cyperus spp.,2
2,2023-10-30,1,18,BH,1-18-BH,Forb,Obligate Forb,Dalea pinnata,0
2,2023-10-30,1,18,BH,1-18-BH,Grass,Ruderal Forb,Dichondra spp.,3
2,2023-10-30,1,18,BH,1-18-BH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,2
2,2023-10-30,1,18,BH,1-18-BH,Forb,Ruderal Forb,Galactia spp.,1
2,2023-10-30,1,18,BH,1-18-BH,Forb,Ruderal Forb,Gamochaeta spp.,1
2,2023-10-30,1,18,BH,1-18-BH,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,18,BH,1-18-BH,Forb,Ruderal Forb,Lactuca canadensis,0
2,2023-10-30,1,18,BH,1-18-BH,Forb,Obligate Forb,Liatris gracilis,0
2,2023-10-30,1,18,BH,1-18-BH,Forb,Ruderal Forb,Oenothera laciniata,4
2,2023-10-30,1,18,BH,1-18-BH,Forb,Ruderal Forb,Oxalis corniculata,1
2,2023-10-30,1,18,BH,1-18-BH,Grass,Pasture Grass,Paspalum notatum,4
2,2023-10-30,1,18,BH,1-18-BH,Grass,Ruderal Graminoid,Paspalum setaceum,4
2,2023-10-30,1,18,BH,1-18-BH,Forb,Obligate Forb,Pityopsis trayci,6
2,2023-10-30,1,18,BH,1-18-BH,Forb,Ruderal Forb,Richardia spp.,4
2,2023-10-30,1,18,BH,1-18-BH,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,18,BH,1-18-BH,Grass,Obligate Graminoid,Sorghastrum secundum,0
2,2023-10-30,1,19,C,1-19-C,Grass,Obligate Graminoid,Andropogon ternarius,0
2,2023-10-30,1,19,C,1-19-C,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,1,19,C,1-19-C,Bare,Bareground,Bareground,1
2,2023-10-30,1,19,C,1-19-C,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,19,C,1-19-C,Grass,Pasture Grass,Cynodon dactylon,9
2,2023-10-30,1,19,C,1-19-C,Sedge,Ruderal Graminoid,Cyperus spp.,5
2,2023-10-30,1,19,C,1-19-C,Forb,Obligate Forb,Dalea pinnata,0
2,2023-10-30,1,19,C,1-19-C,Grass,Ruderal Forb,Dichondra spp.,4
2,2023-10-30,1,19,C,1-19-C,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,1,19,C,1-19-C,Forb,Ruderal Forb,Galactia spp.,0
2,2023-10-30,1,19,C,1-19-C,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,19,C,1-19-C,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,19,C,1-19-C,Forb,Ruderal Forb,Lactuca canadensis,0
2,2023-10-30,1,19,C,1-19-C,Forb,Obligate Forb,Liatris gracilis,0
2,2023-10-30,1,19,C,1-19-C,Forb,Ruderal Forb,Oenothera laciniata,0
2,2023-10-30,1,19,C,1-19-C,Forb,Ruderal Forb,Oxalis corniculata,4
2,2023-10-30,1,19,C,1-19-C,Grass,Pasture Grass,Paspalum notatum,5
2,2023-10-30,1,19,C,1-19-C,Grass,Ruderal Graminoid,Paspalum setaceum,0
